date,time,entidad,compra,venta
2026-06-02,2026-06-02T13:33:16Z,Cambio Extranjero,58,
2026-06-02,2026-06-02T13:33:16Z,Asociación Romana,57.1,
2026-06-02,2026-06-02T13:33:16Z,Taveras,58,58.7
2026-06-02,2026-06-02T13:33:16Z,Moneycorps,58,58.9
2026-06-02,2026-06-02T13:33:16Z,Gamelin,58,59
2026-06-02,2026-06-02T13:33:16Z,Panora Exchange,58,59
2026-06-02,2026-06-02T13:33:16Z,RM,58,59
2026-06-02,2026-06-02T13:33:16Z,SCT,58,59
2026-06-02,2026-06-02T13:33:16Z,Asociación Cibao de Ahorros y Préstamos,56.5,59.5
2026-06-02,2026-06-02T13:33:16Z,Motor Crédito,57.849999999999994,59.75
2026-06-02,2026-06-02T13:33:16Z,Abonap,56.71,59.99
2026-06-02,2026-06-02T13:33:16Z,Asociación La Nacional de Ahorros y Préstamos,57,60
2026-06-02,2026-06-02T13:33:16Z,Banco Lafise,56.5,60
2026-06-02,2026-06-02T13:33:16Z,Bonanza Banco,57.5,60
2026-06-02,2026-06-02T13:33:16Z,Banreservas,56.5,60
2026-06-02,2026-06-02T13:33:16Z,Banco Unión,57,60
2026-06-02,2026-06-02T13:33:16Z,Banesco,57,60
2026-06-02,2026-06-02T13:33:16Z,Banco Caribe,57,60
2026-06-02,2026-06-02T13:33:16Z,Asociación Popular de Ahorros y Préstamos,57,60
2026-06-02,2026-06-02T13:33:16Z,Banco BHD,56.7,60.2
2026-06-02,2026-06-02T13:33:16Z,Asociación Peravia de Ahorros y Préstamos,57,60.5
